S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
603,SKYLINE RESIDENCES,TELOK BLANGAH ROAD,Condominium,4,RCR,Freehold,Resale,1,1038000,-,484,Strata,01 to 05,2143,Aug-21
604,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1588000,-,893,Strata,06 to 10,1777,Aug-21
605,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,8200000,-,4596,Strata,06 to 10,1784,Aug-21
606,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1780000,-,1119,Strata,01 to 05,1590,Aug-21
607,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1810000,-,1259,Strata,06 to 10,1437,Aug-21
608,ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,720000,-,398,Strata,01 to 05,1808,Aug-21
609,THE PEAK@BALMEG,BALMEG HILL,Condominium,5,RCR,Freehold,Resale,1,2700000,-,1755,Strata,01 to 05,1539,Aug-21
610,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1425000,-,732,Strata,16 to 20,1947,Aug-21
611,ICON,GOPENG STREET,Apartment,2,CCR,99 yrs lease commencing from 2002,Resale,1,1110000,-,657,Strata,16 to 20,1691,Aug-21
612,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,3488000,-,1755,Strata,61 to 65,1988,Aug-21
613,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,2225000,-,1593,Strata,06 to 10,1397,Aug-21
614,PALM GREEN,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1240000,-,1109,Strata,01 to 05,1118,Aug-21
615,MARINA BAY RESIDENCES,MARINA BOULEVARD,Condominium,1,CCR,99 yrs lease commencing from 2005,Resale,1,5300000,-,1981,Strata,16 to 20,2676,Aug-21
616,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1565000,-,1163,Strata,16 to 20,1346,Aug-21
617,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1290000,-,753,Strata,21 to 25,1712,Aug-21
618,THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2008,Resale,1,1900000,-,1313,Strata,26 to 30,1447,Aug-21
619,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1510000,-,893,Strata,01 to 05,1690,Aug-21
620,WATERFRONT @ FABER,FABER WALK,Apartment,5,OCR,99 yrs lease commencing from 2013,Resale,1,1850000,-,1292,Strata,01 to 05,1432,Aug-21
621,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,930000,-,452,Strata,36 to 40,2057,Aug-21
622,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,845000,-,441,Strata,06 to 10,1915,Aug-21
623,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,885000,-,603,Strata,16 to 20,1468,Aug-21
624,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,880000,-,603,Strata,11 to 15,1460,Aug-21
625,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,2210000,-,1001,Strata,06 to 10,2208,Aug-21
626,MARINA BAY RESIDENCES,MARINA BOULEVARD,Condominium,1,CCR,99 yrs lease commencing from 2005,Resale,1,1520000,-,732,Strata,31 to 35,2077,Aug-21
627,THE BERTH BY THE COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2004,Resale,1,7000000,-,6028,Strata,06 to 10,1161,Aug-21
628,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,2750000,-,2121,Strata,11 to 15,1297,Aug-21
629,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,6404196,-,2034,Strata,21 to 25,3148,Aug-21
630,FABER CREST,FABER HEIGHTS,Condominium,5,OCR,99 yrs lease commencing from 1996,Resale,1,1370000,-,1421,Strata,01 to 05,964,Aug-21
631,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1630000,-,1152,Strata,31 to 35,1415,Aug-21
632,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,2160000,-,1421,Strata,11 to 15,1520,Aug-21
633,HARVEST MANSIONS,HAVELOCK ROAD,Apartment,3,RCR,99 yrs lease commencing from 1993,Resale,1,1100000,-,1023,Strata,01 to 05,1076,Aug-21
634,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1210000,-,969,Strata,11 to 15,1249,Aug-21
635,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,2528000,-,1851,Strata,01 to 05,1365,Aug-21
636,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1628800,-,689,Strata,16 to 20,2364,Aug-21
637,ALTEZ,ENGGOR STREET,Apartment,2,CCR,99 yrs lease commencing from 2008,Resale,1,1100000,-,549,Strata,11 to 15,2004,Aug-21
638,HARVEST MANSIONS,HAVELOCK ROAD,Apartment,3,RCR,99 yrs lease commencing from 1993,Resale,1,1220000,-,1023,Strata,06 to 10,1193,Aug-21
639,MARINA BAY SUITES,CENTRAL BOULEVARD,Condominium,1,CCR,99 yrs lease commencing from 2007,Resale,1,2868000,-,1593,Strata,21 to 25,1800,Aug-21
640,FABER CREST,FABER HEIGHTS,Condominium,5,OCR,99 yrs lease commencing from 1996,Resale,1,1225000,-,1281,Strata,01 to 05,956,Aug-21
641,THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2008,Resale,1,1600000,-,1302,Strata,01 to 05,1228,Aug-21
642,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1739000,-,732,Strata,11 to 15,2376,Aug-21
643,ICON,GOPENG STREET,Apartment,2,CCR,99 yrs lease commencing from 2002,Resale,1,1038800,-,581,Strata,21 to 25,1787,Aug-21
644,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1168888,-,840,Strata,06 to 10,1392,Aug-21
645,SEASUITES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1090000,-,667,Strata,01 to 05,1633,Aug-21
646,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1480000,-,980,Strata,11 to 15,1511,Aug-21
647,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1900000,-,1033,Strata,01 to 05,1839,Aug-21
648,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,850000,-,452,Strata,11 to 15,1880,Aug-21
649,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1648800,-,1184,Strata,11 to 15,1393,Aug-21
650,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1753380,-,721,Strata,26 to 30,2431,Aug-21
651,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1598560,-,657,Strata,16 to 20,2435,Aug-21
652,SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,Freehold,Resale,1,1078000,-,441,Strata,26 to 30,2443,Aug-21
653,HARBOURLIGHTS,TELOK BLANGAH ROAD,Apartment,4,RCR,Freehold,Resale,1,1750000,-,1249,Strata,01 to 05,1402,Aug-21
654,FABER CREST,FABER HEIGHTS,Condominium,5,OCR,99 yrs lease commencing from 1996,Resale,1,1215000,-,1249,Strata,01 to 05,973,Aug-21
655,THE SORRENTO,WEST COAST ROAD,Condominium,5,OCR,Freehold,Resale,1,738000,-,441,Strata,01 to 05,1672,Aug-21
656,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,2961565,-,1173,Strata,31 to 35,2524,Aug-21
657,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1452000,-,893,Strata,06 to 10,1625,Aug-21
658,REGENT PARK,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 1993,Resale,1,900000,-,915,Strata,01 to 05,984,Aug-21
659,TREASURE PLACE,LORONG SARHAD,Condominium,5,RCR,Freehold,Resale,1,1700000,-,1324,Strata,01 to 05,1284,Aug-21
660,THE COAST AT SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2006,Resale,1,3350000,-,2024,Strata,06 to 10,1655,Aug-21
661,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,2800000,-,2196,Strata,01 to 05,1275,Aug-21
662,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1660000,-,1055,Strata,01 to 05,1574,Aug-21
663,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1488000,-,915,Strata,11 to 15,1626,Aug-21
664,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1420000,-,1227,Strata,01 to 05,1157,Aug-21
665,ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,2500000,-,1851,Strata,06 to 10,1350,Aug-21
666,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2150000,-,1389,Strata,06 to 10,1548,Aug-21
667,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1631170,-,721,Strata,06 to 10,2262,Aug-21
668,ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,Resale,1,920000,-,474,Strata,26 to 30,1943,Aug-21
669,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,Resale,1,1250000,-,732,Strata,31 to 35,1708,Aug-21
670,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,2690000,-,1948,Strata,31 to 35,1381,Aug-21
671,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1450000,-,1227,Strata,01 to 05,1182,Aug-21
672,THE FORESTA @ MOUNT FABER,WISHART ROAD,Condominium,4,RCR,Freehold,Resale,1,880000,-,506,Strata,01 to 05,1739,Aug-21
673,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1435000,-,1216,Strata,21 to 25,1180,Aug-21
674,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1380000,-,990,Strata,26 to 30,1394,Aug-21
675,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,2030000,-,1302,Strata,16 to 20,1559,Aug-21
676,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1521000,-,1249,Strata,01 to 05,1218,Aug-21
677,HARVEST MANSIONS,HAVELOCK ROAD,Apartment,3,RCR,99 yrs lease commencing from 1993,Resale,1,1170000,-,947,Strata,01 to 05,1235,Aug-21
678,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1450000,-,915,Strata,21 to 25,1585,Aug-21
679,THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2008,Resale,1,1320000,-,904,Strata,26 to 30,1460,Aug-21
680,FABER CREST,FABER HEIGHTS,Condominium,5,OCR,99 yrs lease commencing from 1996,Resale,1,1218000,-,1259,Strata,01 to 05,967,Aug-21
681,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,5328000,-,2820,Strata,06 to 10,1889,Aug-21
682,LUMIERE,MISTRI ROAD,Apartment,2,CCR,99 yrs lease commencing from 2006,Resale,1,1843970,-,1001,Strata,41 to 45,1842,Aug-21
683,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,2400000,-,1152,Strata,16 to 20,2084,Aug-21
684,THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2008,Resale,1,2238899,-,1604,Strata,26 to 30,1396,Aug-21
685,THE MAYLEA,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1430000,-,1023,Strata,01 to 05,1398,Aug-21
686,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1510000,-,1173,Strata,11 to 15,1287,Aug-21
687,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1180000,-,775,Strata,11 to 15,1523,Aug-21
688,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,903000,-,495,Strata,01 to 05,1824,Aug-21
689,NEWEST,WEST COAST DRIVE,Apartment,5,OCR,956 yrs lease commencing from 1928,Resale,1,2300000,-,2476,Strata,01 to 05,929,Aug-21
690,LUMIERE,MISTRI ROAD,Apartment,2,CCR,99 yrs lease commencing from 2006,Resale,1,985800,-,506,Strata,36 to 40,1949,Aug-21
691,ICON,GOPENG STREET,Apartment,2,CCR,99 yrs lease commencing from 2002,Resale,1,1150000,-,700,Strata,11 to 15,1644,Aug-21
692,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,Resale,1,1780000,-,1109,Strata,11 to 15,1605,Aug-21
693,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1674820,-,678,Strata,21 to 25,2470,Aug-21
694,WALLICH RESIDENCE,WALLICH STREET,Apartment,2,CCR,99 yrs lease commencing from 2011,Resale,1,3740000,-,958,Strata,51 to 55,3904,Aug-21
695,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1495000,-,980,Strata,16 to 20,1526,Aug-21
696,SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,Condominium,2,RCR,Freehold,Resale,1,3250000,-,1421,Strata,31 to 35,2287,Aug-21
697,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1380000,-,883,Strata,26 to 30,1563,Aug-21
698,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1690000,-,861,Strata,06 to 10,1963,Aug-21
699,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,Resale,1,2038888,-,1346,Strata,11 to 15,1515,Aug-21
700,76 SHENTON,SHENTON WAY,Apartment,2,CCR,99 yrs lease commencing from 2007,Resale,1,1070000,-,592,Strata,06 to 10,1807,Aug-21
701,DORSETT RESIDENCES,NEW BRIDGE ROAD,Apartment,2,RCR,99 yrs lease commencing from 2009,Resale,1,1548000,-,743,Strata,01 to 05,2084,Aug-21
702,ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,Resale,1,918000,-,474,Strata,26 to 30,1938,Aug-21
703,SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,Condominium,2,RCR,Freehold,Resale,1,1300000,-,603,Strata,16 to 20,2157,Aug-21
704,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1060000,-,936,Strata,06 to 10,1132,Aug-21
705,SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2011,Resale,1,700000,-,506,Strata,11 to 15,1384,Aug-21
706,RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,1068888,-,786,Strata,01 to 05,1360,Aug-21
707,CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,Condominium,3,RCR,99 yrs lease commencing from 1992,Resale,1,1928000,-,1292,Strata,16 to 20,1493,Aug-21
708,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,2130000,-,1130,Strata,01 to 05,1885,Aug-21
709,THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2008,Resale,1,1225000,-,904,Strata,31 to 35,1355,Aug-21
710,THE BERTH BY THE COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2004,Resale,1,2140000,-,1647,Strata,01 to 05,1299,Aug-21
711,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1460000,-,980,Strata,01 to 05,1491,Aug-21
712,24 ONE RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,818000,-,484,Strata,01 to 05,1689,Aug-21
713,WALLICH RESIDENCE,WALLICH STREET,Apartment,2,CCR,99 yrs lease commencing from 2011,Resale,1,2325000,-,646,Strata,46 to 50,3600,Aug-21
714,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1760000,-,1109,Strata,11 to 15,1587,Aug-21
715,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1125000,-,861,Strata,16 to 20,1306,Aug-21
716,THE ESTIVA,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1538000,-,1152,Strata,01 to 05,1335,Aug-21
717,THE SPECTRUM,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1560000,-,1270,Strata,01 to 05,1228,Aug-21
718,TURQUOISE,COVE DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,3125000,-,2099,Strata,01 to 05,1489,Jul-21
719,EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 yrs lease commencing from 1991,Resale,1,1450000,-,1130,Strata,01 to 05,1283,Jul-21
720,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,860000,-,484,Strata,01 to 05,1775,Jul-21
721,76 SHENTON,SHENTON WAY,Apartment,2,CCR,99 yrs lease commencing from 2007,Resale,1,1775000,-,980,Strata,31 to 35,1812,Jul-21
722,THE FORESTA @ MOUNT FABER,WISHART ROAD,Condominium,4,RCR,Freehold,Resale,1,850000,-,431,Strata,01 to 05,1974,Jul-21
723,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1610200,-,689,Strata,11 to 15,2337,Jul-21
724,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,1615000,-,797,Strata,21 to 25,2028,Jul-21
725,SEASCAPE,COVE WAY,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,5500000,-,2852,Strata,06 to 10,1928,Jul-21
726,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1682000,-,1141,Strata,11 to 15,1474,Jul-21
727,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,1280000,-,818,Strata,11 to 15,1565,Jul-21
728,FABER CREST,FABER HEIGHTS,Condominium,5,OCR,99 yrs lease commencing from 1996,Resale,1,1200000,-,1238,Strata,01 to 05,969,Jul-21
729,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,1528000,-,861,Strata,26 to 30,1774,Jul-21
730,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1280000,-,872,Strata,11 to 15,1468,Jul-21
731,RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,3240000,-,2067,Strata,06 to 10,1568,Jul-21
732,TURQUOISE,COVE DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,3240240,-,2088,Strata,01 to 05,1552,Jul-21
733,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1680000,-,1184,Strata,31 to 35,1419,Jul-21
734,THE GRANDHILL,PASIR PANJANG HILL,Condominium,5,RCR,Freehold,Resale,1,1935000,-,1421,Strata,01 to 05,1362,Jul-21
735,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,890000,-,484,Strata,11 to 15,1837,Jul-21
736,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,888000,-,592,Strata,06 to 10,1500,Jul-21
737,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1330000,-,904,Strata,31 to 35,1471,Jul-21
738,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,1710000,-,904,Strata,06 to 10,1891,Jul-21
739,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,3700000,-,2077,Strata,06 to 10,1781,Jul-21
740,PARC IMPERIAL,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,778000,-,484,Strata,01 to 05,1606,Jul-21
741,VILLAGE @ PASIR PANJANG,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1270000,-,818,Strata,01 to 05,1552,Jul-21
742,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1880000,-,1055,Strata,06 to 10,1782,Jul-21
743,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,1080000,-,614,Strata,11 to 15,1760,Jul-21
744,LUMIERE,MISTRI ROAD,Apartment,2,CCR,99 yrs lease commencing from 2006,Resale,1,1250330,-,624,Strata,41 to 45,2003,Jul-21
745,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,6388000,-,2045,Strata,26 to 30,3123,Jul-21
746,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,1450000,-,893,Strata,06 to 10,1623,Jul-21
747,SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,Freehold,Resale,1,1708000,-,1087,Strata,01 to 05,1571,Jul-21
748,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,1535000,-,807,Strata,16 to 20,1901,Jul-21
749,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,2060000,-,969,Strata,01 to 05,2126,Jul-21
750,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1460000,-,1109,Strata,31 to 35,1317,Jul-21
751,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,2180000,-,1001,Strata,06 to 10,2178,Jul-21
752,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,686000,-,463,Strata,06 to 10,1482,Jul-21
753,BOTANNIA,WEST COAST PARK,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,2218000,-,1561,Strata,06 to 10,1421,Jul-21
754,SKYSUITES@ANSON,ENGGOR STREET,Apartment,2,CCR,99 yrs lease commencing from 2008,Resale,1,1330800,-,667,Strata,21 to 25,1994,Jul-21
755,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1000000,-,710,Strata,31 to 35,1408,Jul-21
756,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2080000,-,1281,Strata,06 to 10,1624,Jul-21
757,SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,Condominium,2,RCR,Freehold,Resale,1,1980000,-,915,Strata,26 to 30,2164,Jul-21
758,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,2148800,-,1432,Strata,06 to 10,1501,Jul-21
759,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,2498888,-,1033,Strata,56 to 60,2418,Jul-21
760,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1600000,-,1184,Strata,01 to 05,1351,Jul-21
761,EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 yrs lease commencing from 1991,Resale,1,1000000,-,926,Strata,06 to 10,1080,Jul-21
762,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,2066000,-,1249,Strata,01 to 05,1655,Jul-21
763,THE PEARL @ MOUNT FABER,MOUNT FABER ROAD,Condominium,4,RCR,99 yrs lease commencing from 2002,Resale,1,2020000,-,1604,Strata,06 to 10,1259,Jul-21
764,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2850000,-,1572,Strata,31 to 35,1814,Jul-21
765,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,1900000,-,861,Strata,46 to 50,2206,Jul-21
766,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1592740,-,657,Strata,16 to 20,2426,Jul-21
