S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
163,SERENITY PARK,TAMARIND ROAD,Condominium,28,OCR,Freehold,Resale,1,1460000,-,1324,Strata,01 to 05,1103,Sep-21
164,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,980000,-,1206,Strata,06 to 10,813,Sep-21
165,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1420000,-,1195,Strata,16 to 20,1188,Sep-21
166,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1270888,-,980,Strata,16 to 20,1297,Sep-21
167,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1050000,-,1518,Strata,01 to 05,692,Sep-21
168,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1225000,-,947,Strata,11 to 15,1293,Sep-21
169,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,762888,-,581,Strata,06 to 10,1312,Sep-21
170,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1650000,-,2433,Strata,01 to 05,678,Sep-21
171,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1580000,-,1367,Strata,01 to 05,1156,Sep-21
172,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1800000,-,2077,Strata,01 to 05,866,Sep-21
173,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,1715000,-,1356,Strata,11 to 15,1265,Sep-21
174,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,615000,-,441,Strata,11 to 15,1394,Sep-21
175,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,870000,-,786,Strata,06 to 10,1107,Sep-21
176,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1230000,-,1130,Strata,01 to 05,1088,Sep-21
177,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,745000,-,581,Strata,16 to 20,1282,Sep-21
178,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1920000,-,2024,Strata,01 to 05,949,Sep-21
179,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,842000,-,743,Strata,06 to 10,1134,Sep-21
180,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1950000,-,1647,Strata,06 to 10,1184,Sep-21
181,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1950000,-,2024,Strata,01 to 05,964,Sep-21
182,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,732000,-,958,Strata,01 to 05,764,Sep-21
183,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1128000,-,1141,Strata,01 to 05,989,Sep-21
184,NORTHWOOD,JALAN MATA AYER,Condominium,27,OCR,Freehold,Resale,1,1420000,-,1604,Strata,01 to 05,885,Sep-21
185,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1408888,-,1894,Strata,01 to 05,744,Sep-21
186,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,740000,-,689,Strata,01 to 05,1074,Sep-21
187,SUNRISE GARDENS,SUNRISE AVENUE,Condominium,28,OCR,99 yrs lease commencing from 1995,Resale,1,820000,-,1055,Strata,01 to 05,777,Sep-21
188,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,788000,-,721,Strata,06 to 10,1093,Sep-21
189,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1250000,-,1442,Strata,01 to 05,867,Aug-21
190,NINE RESIDENCES,YISHUN AVENUE 9,Apartment,27,OCR,99 yrs lease commencing from 2013,Resale,1,650000,-,570,Strata,06 to 10,1139,Aug-21
191,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,923000,-,710,Strata,06 to 10,1299,Aug-21
192,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,655000,-,743,Strata,01 to 05,882,Aug-21
193,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,808000,-,743,Strata,06 to 10,1088,Aug-21
194,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,802000,-,667,Strata,01 to 05,1202,Aug-21
195,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,950000,-,797,Strata,01 to 05,1193,Aug-21
196,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1248000,-,1302,Strata,01 to 05,958,Aug-21
197,FLORAVILLE,CACTUS ROAD,Apartment,28,OCR,Freehold,Resale,1,990000,-,797,Strata,01 to 05,1243,Aug-21
198,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1500000,-,1238,Strata,01 to 05,1212,Aug-21
199,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,1075000,-,969,Strata,06 to 10,1110,Aug-21
200,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1181888,-,980,Strata,06 to 10,1207,Aug-21
201,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,828000,-,1195,Strata,01 to 05,693,Aug-21
202,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,770000,-,721,Strata,01 to 05,1068,Aug-21
203,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,750000,-,1012,Strata,01 to 05,741,Aug-21
204,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,580000,-,441,Strata,06 to 10,1314,Aug-21
205,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,1050000,-,915,Strata,01 to 05,1148,Aug-21
206,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1250000,-,1442,Strata,01 to 05,867,Aug-21
207,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,788000,-,840,Strata,01 to 05,939,Aug-21
208,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,805000,-,743,Strata,06 to 10,1084,Aug-21
209,NORTHWOOD,JALAN MATA AYER,Condominium,27,OCR,Freehold,Resale,1,1800000,-,1991,Strata,01 to 05,904,Aug-21
210,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,780000,-,581,Strata,01 to 05,1342,Aug-21
211,NINE RESIDENCES,YISHUN AVENUE 9,Apartment,27,OCR,99 yrs lease commencing from 2013,Resale,1,630000,-,495,Strata,01 to 05,1272,Aug-21
212,SUN PLAZA,SEMBAWANG DRIVE,Apartment,27,OCR,99 yrs lease commencing from 1996,Resale,1,1038888,-,1485,Strata,06 to 10,699,Aug-21
213,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1488000,-,1991,Strata,01 to 05,747,Aug-21
214,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,1198000,-,1023,Strata,01 to 05,1172,Aug-21
215,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1400000,-,1152,Strata,11 to 15,1216,Aug-21
216,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,1501000,-,1615,Strata,01 to 05,930,Aug-21
217,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,928888,-,1001,Strata,01 to 05,928,Aug-21
218,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,833000,-,667,Strata,06 to 10,1248,Aug-21
219,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,630000,-,463,Strata,11 to 15,1361,Aug-21
220,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,950000,-,1195,Strata,11 to 15,795,Aug-21
221,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,752000,-,689,Strata,01 to 05,1092,Aug-21
222,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,980000,-,958,Strata,06 to 10,1023,Aug-21
223,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,650000,-,527,Strata,01 to 05,1232,Aug-21
224,NINE RESIDENCES,YISHUN AVENUE 9,Apartment,27,OCR,99 yrs lease commencing from 2013,Resale,1,800000,-,700,Strata,11 to 15,1143,Aug-21
225,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,966000,-,1195,Strata,01 to 05,809,Aug-21
226,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1850000,-,2239,Strata,01 to 05,826,Aug-21
227,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,868000,-,678,Strata,16 to 20,1280,Aug-21
228,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,975000,-,1206,Strata,06 to 10,809,Aug-21
229,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1110000,-,1087,Strata,06 to 10,1021,Aug-21
230,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,1178000,-,1173,Strata,01 to 05,1004,Aug-21
231,SUNRISE GARDENS,SUNRISE AVENUE,Condominium,28,OCR,99 yrs lease commencing from 1995,Resale,1,1480000,-,2024,Strata,01 to 05,731,Aug-21
232,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1300000,-,1195,Strata,06 to 10,1088,Aug-21
233,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1080000,-,893,Strata,21 to 25,1209,Aug-21
234,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,1180000,-,947,Strata,06 to 10,1246,Aug-21
235,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,830000,-,710,Strata,16 to 20,1168,Aug-21
236,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,570000,-,517,Strata,01 to 05,1103,Aug-21
237,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,1130000,-,1033,Strata,06 to 10,1094,Aug-21
238,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1068000,-,947,Strata,16 to 20,1127,Aug-21
239,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1068000,-,1335,Strata,01 to 05,800,Aug-21
240,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1180000,-,1012,Strata,01 to 05,1166,Aug-21
241,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,845000,-,861,Strata,06 to 10,981,Aug-21
242,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,1250000,-,1076,Strata,01 to 05,1161,Aug-21
243,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1165000,-,872,Strata,01 to 05,1336,Aug-21
244,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,660000,-,452,Strata,06 to 10,1460,Aug-21
245,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,950000,-,1313,Strata,01 to 05,723,Aug-21
246,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,838000,-,1184,Strata,01 to 05,708,Aug-21
247,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,835000,-,990,Strata,11 to 15,843,Aug-21
248,SUN PLAZA,SEMBAWANG DRIVE,Apartment,27,OCR,99 yrs lease commencing from 1996,Resale,1,1280000,-,1776,Strata,06 to 10,721,Aug-21
249,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,540000,-,398,Strata,11 to 15,1356,Aug-21
250,SERENITY PARK,TAMARIND ROAD,Condominium,28,OCR,Freehold,Resale,1,1400000,-,1313,Strata,01 to 05,1066,Aug-21
251,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,775000,-,840,Strata,01 to 05,923,Aug-21
252,SERENITY PARK,TAMARIND ROAD,Condominium,28,OCR,Freehold,Resale,1,1460000,-,1432,Strata,01 to 05,1020,Aug-21
253,SUN PLAZA,SEMBAWANG DRIVE,Apartment,27,OCR,99 yrs lease commencing from 1996,Resale,1,1050000,-,1346,Strata,11 to 15,780,Aug-21
254,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1695000,-,1378,Strata,01 to 05,1230,Aug-21
255,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,850000,-,1195,Strata,01 to 05,711,Aug-21
256,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,870000,-,797,Strata,06 to 10,1092,Aug-21
257,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,1370000,-,1389,Strata,01 to 05,987,Aug-21
258,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,880000,-,786,Strata,11 to 15,1120,Aug-21
259,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,900000,-,883,Strata,11 to 15,1020,Aug-21
260,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,788550,-,657,Strata,01 to 05,1201,Aug-21
261,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,1250000,-,1119,Strata,01 to 05,1117,Aug-21
262,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,948000,-,893,Strata,01 to 05,1061,Aug-21
263,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,710000,-,646,Strata,01 to 05,1099,Aug-21
264,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,960000,-,1216,Strata,01 to 05,789,Aug-21
265,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1112000,-,1141,Strata,01 to 05,975,Aug-21
266,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1080000,-,1399,Strata,01 to 05,772,Aug-21
267,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1700000,-,1399,Strata,21 to 25,1215,Aug-21
268,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,835000,-,1152,Strata,01 to 05,725,Jul-21
269,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,670000,-,980,Strata,01 to 05,684,Jul-21
270,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,760000,-,570,Strata,11 to 15,1332,Jul-21
271,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,680000,-,592,Strata,01 to 05,1149,Jul-21
272,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1250000,-,1055,Strata,06 to 10,1185,Jul-21
273,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1120000,-,872,Strata,01 to 05,1285,Jul-21
274,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,750000,-,958,Strata,01 to 05,783,Jul-21
275,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1000000,-,1206,Strata,06 to 10,829,Jul-21
276,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1250000,-,1130,Strata,11 to 15,1106,Jul-21
277,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,660000,-,549,Strata,11 to 15,1202,Jul-21
278,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1100000,-,1087,Strata,11 to 15,1012,Jul-21
279,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,855000,-,732,Strata,01 to 05,1168,Jul-21
280,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,870000,-,861,Strata,01 to 05,1010,Jul-21
281,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,1400000,-,1173,Strata,11 to 15,1193,Jul-21
282,MIMOSA PARK,MIMOSA CRESCENT,Condominium,28,OCR,Freehold,Resale,1,2080000,-,1755,Strata,06 to 10,1186,Jul-21
283,D'BANYAN,JALAN SENDUDOK,Apartment,27,OCR,999 yrs lease commencing from 1885,Resale,1,620000,-,624,Strata,01 to 05,993,Jul-21
284,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,915000,-,990,Strata,06 to 10,924,Jul-21
285,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,575000,-,517,Strata,01 to 05,1113,Jul-21
286,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1126000,-,1087,Strata,11 to 15,1036,Jul-21
287,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,845000,-,990,Strata,01 to 05,853,Jul-21
288,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,980000,-,1119,Strata,01 to 05,875,Jul-21
289,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,1300000,-,1572,Strata,11 to 15,827,Jul-21
290,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1000000,-,840,Strata,01 to 05,1191,Jul-21
291,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,508000,-,388,Strata,01 to 05,1311,Jul-21
292,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1900000,-,2024,Strata,01 to 05,939,Jul-21
293,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,805000,-,840,Strata,01 to 05,959,Jul-21
294,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1640000,-,1292,Strata,01 to 05,1270,Jul-21
295,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1180000,-,1044,Strata,11 to 15,1130,Jul-21
296,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,730000,-,646,Strata,01 to 05,1130,Jul-21
297,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1210000,-,1044,Strata,06 to 10,1159,Jul-21
298,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,720000,-,1076,Strata,01 to 05,669,Jul-21
299,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,1030000,-,1076,Strata,01 to 05,957,Jul-21
300,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,950000,-,947,Strata,01 to 05,1003,Jul-21
301,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,960000,-,1195,Strata,11 to 15,803,Jul-21
302,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1330000,-,1302,Strata,01 to 05,1021,Jul-21
303,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1600000,-,1528,Strata,11 to 15,1047,Jul-21
304,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1980000,-,2314,Strata,01 to 05,856,Jul-21
305,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1185000,-,1055,Strata,01 to 05,1123,Jul-21
306,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,568000,-,398,Strata,21 to 25,1426,Jul-21
307,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,690000,-,581,Strata,01 to 05,1187,Jul-21
308,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,838888,-,667,Strata,11 to 15,1257,Jul-21
309,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1350000,-,1528,Strata,01 to 05,883,Jul-21
310,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,865000,-,667,Strata,16 to 20,1296,Jul-21
311,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,1090000,-,1119,Strata,01 to 05,974,Jul-21
312,NORTHWOOD,JALAN MATA AYER,Condominium,27,OCR,Freehold,Resale,1,1313000,-,1313,Strata,01 to 05,1000,Jul-21
313,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,640000,-,570,Strata,01 to 05,1122,Jul-21
314,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,913000,-,883,Strata,16 to 20,1034,Jul-21
315,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,1730000,-,1959,Strata,01 to 05,883,Jul-21
316,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1050000,-,1173,Strata,11 to 15,895,Jul-21
317,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,790000,-,710,Strata,01 to 05,1112,Jul-21
318,THE SENSORIA,JALAN ULU SEMBAWANG,Condominium,27,OCR,Freehold,Resale,1,1150000,-,1152,Strata,01 to 05,998,Jul-21
319,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,785000,-,710,Strata,11 to 15,1105,Jul-21
320,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,840000,-,904,Strata,01 to 05,929,Jul-21
321,NORTHWOOD,JALAN MATA AYER,Condominium,27,OCR,Freehold,Resale,1,1320000,-,1335,Strata,01 to 05,989,Jul-21
322,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,650000,-,603,Strata,01 to 05,1078,Jul-21
323,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1060000,-,893,Strata,01 to 05,1186,Jul-21
324,THE SENSORIA,JALAN ULU SEMBAWANG,Condominium,27,OCR,Freehold,Resale,1,943000,-,1076,Strata,01 to 05,876,Jul-21
325,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,688000,-,527,Strata,16 to 20,1304,Jul-21
326,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1260000,-,1216,Strata,01 to 05,1036,Jul-21
327,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,1148000,-,969,Strata,11 to 15,1185,Jul-21
